Topic_Folder,Source_File,Sentence,Extracted_Aspects,Sentiment,Confidence_Score
Music Sharing,5F2WAZ_music_sharing.txt,"Like if they listen to the song, you know, like they're like, Okay, I get what you're trying to say, I guess it really just depends, if they actually listen to it or not, But I feel like most of the time, people understand, what I'm trying to tell them by sending them a song, Yeah.","they, the song, you, they, i, what, you, i, it, they, it, i, the time, people, what, i, them, them, a song",Neutral,0.517
Music Sharing,5F2WAZ_music_sharing.txt,"Yeah, just people I'm like close with, whether it's like family or friends.","just people, i, it, family, friends",Neutral,0.6575
Music Sharing,5F2WAZ_music_sharing.txt,"I don't really send like songs to strangers or people like, if there's someone here like at school, and we just like text each other about assignments and stuff, I'm not just going to send them a song.","i, songs, strangers, people, someone, school, we, assignments, stuff, i, them, a song",Neutral,0.7321
Music Sharing,YP35AR_music_sharing.txt,"I feel like a lot of time if you listen to music with other people that you're friends with, it's like you play songs the other person is gonna like.","i, a lot, time, you, music, other people, you, friends, it, you, songs, the other person",Neutral,0.5833
Music Sharing,YP35AR_music_sharing.txt,"It's like with really close friends that you listen to, like, you know, it's their favorite song.","it, really close friends, that, you, you, it, their favorite song",Positive,0.7842
Music Sharing,YP35AR_music_sharing.txt,"Yeah, I think it's not fake, obviously, when you're listening to other people like with music that's not their totally favorite songs.","i, it, you, other people, music, that, their totally favorite songs",Neutral,0.5994
Music Sharing,YP35AR_music_sharing.txt,But music is such a large part of who people are and what music they like says a lot about like the things that they've gone through and like their personal experience with the world.,"music, such a large part, who, people, what music, they, a lot, the things, that, they, their personal experience, the world",Neutral,0.761
Music Sharing,YP35AR_music_sharing.txt,And some music that they like or their favorite song is really like you're connecting with the person on a deeper level.,"some music, that, they, their favorite song, you, the person, a deeper level",Positive,0.8841
Music Sharing,YP35AR_music_sharing.txt,"And a lot of people like don't want to share their favorite songs with people, especially if you don't know them really well, just because it is that kind of insecurity.","a lot, people, their favorite songs, people, you, them, it, that kind, insecurity",Negative,0.7443
Music Sharing,YP35AR_music_sharing.txt,"Like you don't want them to hate the song because if they don't like the song, then it feels like they don't like you.","you, them, the song, they, the song, it, they, you",Negative,0.4963
Music Sharing,YP35AR_music_sharing.txt,"I mean, not everyone like really loves music, but a lot of people do.","i, not everyone, music, a lot, people",Neutral,0.5572
Music Sharing,YP35AR_music_sharing.txt,"And the music that people like, it just like, it says a lot about like who they are as a person, especially if they like the lyrics of a song versus like the beat of a song.","that, people, it, it, a lot, who, they, a person, they, the lyrics, a song, the beat, a song",Neutral,0.6284
Music Sharing,YP35AR_music_sharing.txt,"If you connect them with like what the artist is saying, then that means that they feel the same about their life.","you, them, what, the artist, that, they, their life",Neutral,0.6666
Music Sharing,YP35AR_music_sharing.txt,And that articulates to you that they feel something they may not be able to express with their own words.,"that, you, they, something, they, their own words",Neutral,0.612
Music Sharing,YP35AR_music_sharing.txt,"I'm a person who's very bad with words, especially when it comes to feelings and stuff.","i, a person, who, words, it, feelings, stuff",Negative,0.9369
Music Sharing,YP35AR_music_sharing.txt,"So a lot of music that has really powerful lyrics, I'm like, that feels like what I'm feeling.","a lot, music, that, really powerful lyrics, i, that, what, i",Positive,0.7521
Music Sharing,YP35AR_music_sharing.txt,"And hearing someone else's song that's like, this is how they're feeling or how they feel a lot or something they really resonate with, it's like you're touching with them.","someone else's song, that, this, they, they, a lot, something, they, it, you, them",Neutral,0.5217
Music Sharing,YP35AR_music_sharing.txt,"if I'm with some people that I just met, I probably wouldn't play like my all-time favorite, like powerful songs to me, just because it doesn't fit the vibe all the time.","i, some people, that, i, i, powerful songs, me, it, the vibe",Negative,0.5887
Music Sharing,YP35AR_music_sharing.txt,"And just like, you want to pick something you think the other person would like and maybe sing to, and it's more fun, I think.","you, something, you, the other person, it, more fun, i",Positive,0.894
Music Sharing,YP35AR_music_sharing.txt,I do band and stuff like that.,"i, band, stuff, that",Neutral,0.8666
Music Sharing,YP35AR_music_sharing.txt,So I feel like that's a very like big community thing.,"i, that, a very like big community thing",Neutral,0.6617
Music Sharing,YP35AR_music_sharing.txt,I'm a big like community family oriented person.,"i, a big like community family oriented person",Neutral,0.5121
Music Sharing,YP35AR_music_sharing.txt,So I love that kind of like play music with other people and make a piece together.,"i, that kind, music, other people, a piece",Positive,0.9752
Music Sharing,YP35AR_music_sharing.txt,"But like, yeah, also like you'd have a bonfire with your friends and you make a playlist together","you, a bonfire, your friends, you, a playlist",Neutral,0.5106
Music Sharing,YP35AR_music_sharing.txt,and you kind of like play that while you're hanging out.,"you, you",Neutral,0.7386
Music Sharing,YP35AR_music_sharing.txt,There's that aspect of it too.,"that aspect, it",Neutral,0.7557
Music Sharing,J0QRGC_music_sharing.txt,"I mainly listen by myself, but like if I'm driving somewhere with somebody, I'll play my music.","i, myself, i, somebody, i, my music",Neutral,0.6035
Music Sharing,J0QRGC_music_sharing.txt,"Or like I go, well, I guess this doesn't really count, but I go to concerts sometimes.","i, i, this, i, concerts",Neutral,0.7663
Music Sharing,J0QRGC_music_sharing.txt,Yeah.,No clear aspect,Neutral,0.5491
Music Sharing,06ECDB_music_sharing.txt,"Typically listening by myself every now and then, if we have a couple of friends over, something like that, I might put on some, throwback music, 80s, 90s, something like that.","myself, we, a couple, friends, that, i, some, throwback music, 80s, something, that",Neutral,0.6114
Music Sharing,06ECDB_music_sharing.txt,But most of the music I listen to is just by myself.,"the music, i, myself",Neutral,0.6586
Music Sharing,06ECDB_music_sharing.txt,Because I enjoy listening to 80s and 90s as well as everyone else.,"i, 80s, 90s, everyone",Positive,0.8992
Music Sharing,06ECDB_music_sharing.txt,Maybe my friend group doesn't like country as much as I do or don't care for that one.,"my friend group, country, i",Negative,0.7236
Music Sharing,06ECDB_music_sharing.txt,"So for the whole group, try and find music that suits kind of all of us or something like that.","the whole group, music, that, kind of all, us, something, that",Positive,0.5044
Music Sharing,06ECDB_music_sharing.txt,So most of the music I kind of submitted that I listened to was just for me.,"the music, i, i, me",Neutral,0.6382
Music Sharing,06ECDB_music_sharing.txt,"When there's others around, I'll kind of change the style.","others, i, the style",Neutral,0.8916
Music Sharing,V4HSKU_music_sharing.txt,I don't really care about what other people are thinking about during in that room just because it's my favorite and I enjoy it.,"i, what, other people, that room, it, i, it",Positive,0.9427
Music Sharing,V4HSKU_music_sharing.txt,"And then along with the other people, or I guess I'll just stick with that for now, but with the other people in the room with their favorite song, I feel like I was more prone to like wanting to enjoy it for their purposes because it's someone else's favorite song in the room.","the other people, i, i, that, the other people, the room, their favorite song, i, i, it, their purposes, it, someone else's favorite song, the room",Positive,0.6812
Music Sharing,V4HSKU_music_sharing.txt,"Yeah, I feel like if I was by myself","i, i, myself",Neutral,0.712
Music Sharing,V4HSKU_music_sharing.txt,"but it was my own song, I was just kind of vibing out by myself.","it, my own song, i, myself",Positive,0.6004
Music Sharing,V4HSKU_music_sharing.txt,Not much thought into it.,"not much thought, it",Neutral,0.6035
Music Sharing,V4HSKU_music_sharing.txt,Like I didn't really think anything of it.,"i, anything, it",Negative,0.4836
Music Sharing,V4HSKU_music_sharing.txt,And then there's other people in the room.,"other people, the room",Neutral,0.6987
Music Sharing,V4HSKU_music_sharing.txt,I would say I was kind of doing the same thing.,"i, i, the same thing",Neutral,0.8391
Music Sharing,V4HSKU_music_sharing.txt,"Like I wanted other people to enjoy it, but also like it's my favorite song.","i, other people, it, it, my favorite song",Positive,0.9435
Music Sharing,V4HSKU_music_sharing.txt,"So I'm just listening to it for my own good, I guess.","i, it, my own good, i",Neutral,0.5094
Music Sharing,V4HSKU_music_sharing.txt,I feel like I do.,"i, i",Neutral,0.6977
Music Sharing,V4HSKU_music_sharing.txt,"There's a couple people, like my close friends and roommates, and I enjoy doing it too.","a couple people, my close friends, roommates, i, it",Positive,0.9406
Music Sharing,V4HSKU_music_sharing.txt,But it's also just like I just love my music and listening to it myself.,"it, i, my music, it",Positive,0.9649
Music Sharing,V4HSKU_music_sharing.txt,"So I feel like I do enjoy sharing music and listening to it with other people, but I also just love music on my own.","i, i, music, it, other people, i, music",Positive,0.9733
Music Sharing,V4HSKU_music_sharing.txt,"And it's like, I also kind of find it to be like a passive, like personal activity for myself to listen to my own music.","it, i, it, personal activity, myself, my own music",Neutral,0.742
Music Sharing,V4HSKU_music_sharing.txt,"I think especially with my dad, he's a big music guy.","i, my dad, he, a big music guy",Positive,0.7406
Music Sharing,V4HSKU_music_sharing.txt,"I think his nickname, we call him like the Human Shajam.","i, his nickname, we, him, the human shajam",Neutral,0.9106
Music Sharing,V4HSKU_music_sharing.txt,"Or do you remember that app where you can like use the little plus, now you can just use like Siri or whatever.","you, that app, you, the little plus, you, siri, whatever",Neutral,0.7842
Music Sharing,V4HSKU_music_sharing.txt,"But he like actually knows every single song, every single year, every single artist, like when the song has come out.","he, every single song, every single year, every single artist, the song",Neutral,0.7151
Music Sharing,V4HSKU_music_sharing.txt,He's just very well versed in that.,"he, that",Neutral,0.4965
Music Sharing,V4HSKU_music_sharing.txt,So I feel like I get a lot of like my music appreciation from him.,"i, i, a lot, my music appreciation, him",Positive,0.8817
Music Sharing,V4HSKU_music_sharing.txt,"And that is something that we talk about a lot whenever we're together, just like finding out new music or talking about the news with artists and what they're doing and new music they're putting out.","that, something, that, we, we, new music, the news, artists, what, they, new music, they",Neutral,0.5722
Music Sharing,V4HSKU_music_sharing.txt,So I feel like that definitely.,"i, that",Neutral,0.5995
Music Sharing,V4HSKU_music_sharing.txt,plays a big role in our relationship.,"a big role, our relationship",Neutral,0.6869
Music Sharing,V4HSKU_music_sharing.txt,"And then I feel like with friends, it just kind of unites us and we have a fun time together and music is playing and that's just a good time we have when we do that.","i, friends, it, us, we, a fun time, music, that, just a good time, we, we, that",Positive,0.9812
Music Sharing,Q71QCH_music_sharing.txt,"my friends and family do have like this schema in their head of what type of music I like, which I do kind of encourage because it's better that they have like a reductive kind of view of what music I like than that they think that I like a new type of music that I don't like.","my friends, family, this schema, their head, what type, music, i, which, i, it, they, a reductive kind, view, what music, i, they, i, a new type, music, that, i",Neutral,0.5755
